parking,name,owner,address,postCode,email,telephone,type,capacity,numberOfLevels,covered,website,publicAccess,temporarilyClosed,intendedAudience,OpenStreetMap,latitude,longitude,shape,freeOfCharge,price,openingHours
https://data.velopark.be/data/De-Lijn_202059, Maldegem Markt perron 1,De Lijn,Marktstraat 25,9990,,,https://data.velopark.be/openvelopark/terms#BicycleStand,5,1,false,https://www.delijn.be/en/contact/,true,false,,https://www.openstreetmap.org/#map=18/51.208765/3.445931,51.208765,3.445931,,true,,Mon_00:00-23:59;Tue_00:00-23:59;Wed_00:00-23:59;Thu_00:00-23:59;Fri_00:00-23:59;Sat_00:00-23:59;Sun_00:00-23:59
https://data.velopark.be/data/De-Lijn_203940, Melle Gemeenteplein,De Lijn,Brusselsesteenweg 285B,9090,,,https://data.velopark.be/openvelopark/terms#BicycleStand,5,1,false,https://www.delijn.be/en/contact/,true,false,,https://www.openstreetmap.org/#map=18/51.003838/3.799747,51.003838,3.799747,,true,,Mon_00:00-23:59;Tue_00:00-23:59;Wed_00:00-23:59;Thu_00:00-23:59;Fri_00:00-23:59;Sat_00:00-23:59;Sun_00:00-23:59
https://data.velopark.be/data/De-Lijn_201895, Merelbeke Carpool Park & Ride E40-E17,De Lijn,Heidestraat,9820,,,https://data.velopark.be/openvelopark/terms#BicycleStand,5,1,false,https://www.delijn.be/en/contact/,true,false,,https://www.openstreetmap.org/#map=18/51.003725/3.763791,51.003725,3.763791,,true,,Mon_00:00-23:59;Tue_00:00-23:59;Wed_00:00-23:59;Thu_00:00-23:59;Fri_00:00-23:59;Sat_00:00-23:59;Sun_00:00-23:59
https://data.velopark.be/data/De-Lijn_203849, Merelbeke Lembergsesteenweg,De Lijn,Lamstraat 28,9820,,,https://data.velopark.be/openvelopark/terms#BicycleStand,5,1,false,https://www.delijn.be/en/contact/,true,false,,https://www.openstreetmap.org/#map=18/50.98934/3.762939,50.98934,3.762939,,true,,Mon_00:00-23:59;Tue_00:00-23:59;Wed_00:00-23:59;Thu_00:00-23:59;Fri_00:00-23:59;Sat_00:00-23:59;Sun_00:00-23:59
https://data.velopark.be/data/De-Lijn_203823, Schelderode Kerk,De Lijn,Gaversesteenweg 633,9820,,,https://data.velopark.be/openvelopark/terms#BicycleStand,5,1,false,https://www.delijn.be/en/contact/,true,false,,https://www.openstreetmap.org/#map=18/50.97083/3.71446,50.97083,3.71446,,true,,Mon_00:00-23:59;Tue_00:00-23:59;Wed_00:00-23:59;Thu_00:00-23:59;Fri_00:00-23:59;Sat_00:00-23:59;Sun_00:00-23:59
https://data.velopark.be/data/De-Lijn_204089, Moerbeke-Waas Terwest,De Lijn,Terweststraat 53,9180,,,https://data.velopark.be/openvelopark/terms#BicycleStand,5,1,false,https://www.delijn.be/en/contact/,true,false,,https://www.openstreetmap.org/#map=18/51.172318/3.924744,51.172318,3.924744,,true,,Mon_00:00-23:59;Tue_00:00-23:59;Wed_00:00-23:59;Thu_00:00-23:59;Fri_00:00-23:59;Sat_00:00-23:59;Sun_00:00-23:59
https://data.velopark.be/data/De-Lijn_205085, Moerbeke-Waas Korte Damstraat,De Lijn,Hospicestraat 35,9180,,,https://data.velopark.be/openvelopark/terms#BicycleStand,5,1,false,https://www.delijn.be/en/contact/,true,false,,https://www.openstreetmap.org/#map=18/51.174706/3.946342,51.174706,3.946342,,true,,Mon_00:00-23:59;Tue_00:00-23:59;Wed_00:00-23:59;Thu_00:00-23:59;Fri_00:00-23:59;Sat_00:00-23:59;Sun_00:00-23:59
https://data.velopark.be/data/De-Lijn_209724, Eke Dorp,De Lijn,Stationsstraat 3B,9810,,,https://data.velopark.be/openvelopark/terms#BicycleStand,5,1,false,https://www.delijn.be/en/contact/,true,false,,https://www.openstreetmap.org/#map=18/50.956668/3.642333,50.956668,3.642333,,true,,Mon_00:00-23:59;Tue_00:00-23:59;Wed_00:00-23:59;Thu_00:00-23:59;Fri_00:00-23:59;Sat_00:00-23:59;Sun_00:00-23:59
https://data.velopark.be/data/De-Lijn_208731, Nazareth Dorp,De Lijn,Dorp 2,9810,,,https://data.velopark.be/openvelopark/terms#BicycleStand,5,1,false,https://www.delijn.be/en/contact/,true,false,,https://www.openstreetmap.org/#map=18/50.95974/3.597237,50.95974,3.597237,,true,,Mon_00:00-23:59;Tue_00:00-23:59;Wed_00:00-23:59;Thu_00:00-23:59;Fri_00:00-23:59;Sat_00:00-23:59;Sun_00:00-23:59
https://data.velopark.be/data/De-Lijn_209731, Nazareth Dorp,De Lijn,Dorp 41,9810,,,https://data.velopark.be/openvelopark/terms#BicycleStand,5,1,false,https://www.delijn.be/en/contact/,true,false,,https://www.openstreetmap.org/#map=18/50.959594/3.596202,50.959594,3.596202,,true,,Mon_00:00-23:59;Tue_00:00-23:59;Wed_00:00-23:59;Thu_00:00-23:59;Fri_00:00-23:59;Sat_00:00-23:59;Sun_00:00-23:59
https://data.velopark.be/data/De-Lijn_202786, Nevele Stelplaats,De Lijn,Graaf van Hoornestraat 9,9850,,,https://data.velopark.be/openvelopark/terms#BicycleStand,5,1,false,https://www.delijn.be/en/contact/,true,false,,https://www.openstreetmap.org/#map=18/51.032682/3.544116,51.032682,3.544116,,true,,Mon_00:00-23:59;Tue_00:00-23:59;Wed_00:00-23:59;Thu_00:00-23:59;Fri_00:00-23:59;Sat_00:00-23:59;Sun_00:00-23:59
https://data.velopark.be/data/De-Lijn_203785, Nevele Markt,De Lijn,Nevelemarkt 18,9850,,,https://data.velopark.be/openvelopark/terms#BicycleStand,5,1,false,https://www.delijn.be/en/contact/,true,false,,https://www.openstreetmap.org/#map=18/51.032733/3.549081,51.032733,3.549081,,true,,Mon_00:00-23:59;Tue_00:00-23:59;Wed_00:00-23:59;Thu_00:00-23:59;Fri_00:00-23:59;Sat_00:00-23:59;Sun_00:00-23:59
https://data.velopark.be/data/De-Lijn_202789, Poesele Beentjesstraat,De Lijn,Bredeweg 19,9850,,,https://data.velopark.be/openvelopark/terms#BicycleStand,5,1,false,https://www.delijn.be/en/contact/,true,false,,https://www.openstreetmap.org/#map=18/51.037893/3.516245,51.037893,3.516245,,true,,Mon_00:00-23:59;Tue_00:00-23:59;Wed_00:00-23:59;Thu_00:00-23:59;Fri_00:00-23:59;Sat_00:00-23:59;Sun_00:00-23:59
https://data.velopark.be/data/De-Lijn_207981, Meerbeke Stelplaats,De Lijn,Brusselsesteenweg,9402,,,https://data.velopark.be/openvelopark/terms#BicycleStand,5,1,false,https://www.delijn.be/en/contact/,true,false,,https://www.openstreetmap.org/#map=18/50.828867/4.037028,50.828867,4.037028,,true,,Mon_00:00-23:59;Tue_00:00-23:59;Wed_00:00-23:59;Thu_00:00-23:59;Fri_00:00-23:59;Sat_00:00-23:59;Sun_00:00-23:59
https://data.velopark.be/data/De-Lijn_204251, Sint-Gillis-Waas Sint-Helena,De Lijn,Blokstraat 17,9170,,,https://data.velopark.be/openvelopark/terms#BicycleStand,5,1,false,https://www.delijn.be/en/contact/,true,false,,https://www.openstreetmap.org/#map=18/51.222381/4.124877,51.222381,4.124877,,true,,Mon_00:00-23:59;Tue_00:00-23:59;Wed_00:00-23:59;Thu_00:00-23:59;Fri_00:00-23:59;Sat_00:00-23:59;Sun_00:00-23:59
https://data.velopark.be/data/De-Lijn_205251, Sint-Gillis-Waas Sint-Helena,De Lijn,Blokstraat 17,9170,,,https://data.velopark.be/openvelopark/terms#BicycleStand,5,1,false,https://www.delijn.be/en/contact/,true,false,,https://www.openstreetmap.org/#map=18/51.222388/4.124947,51.222388,4.124947,,true,,Mon_00:00-23:59;Tue_00:00-23:59;Wed_00:00-23:59;Thu_00:00-23:59;Fri_00:00-23:59;Sat_00:00-23:59;Sun_00:00-23:59
https://data.velopark.be/data/De-Lijn_204374, Sint-Pauwels Bagonielaan,De Lijn,Zandstraat 146,9170,,,https://data.velopark.be/openvelopark/terms#BicycleStand,5,1,false,https://www.delijn.be/en/contact/,true,false,,https://www.openstreetmap.org/#map=18/51.199126/4.082276,51.199126,4.082276,,true,,Mon_00:00-23:59;Tue_00:00-23:59;Wed_00:00-23:59;Thu_00:00-23:59;Fri_00:00-23:59;Sat_00:00-23:59;Sun_00:00-23:59
https://data.velopark.be/data/De-Lijn_206545, Vlierzele Hemelrijk,De Lijn,Oordegemstraat 3,9520,,,https://data.velopark.be/openvelopark/terms#BicycleStand,5,1,false,https://www.delijn.be/en/contact/,true,false,,https://www.openstreetmap.org/#map=18/50.932284/3.901439,50.932284,3.901439,,true,,Mon_00:00-23:59;Tue_00:00-23:59;Wed_00:00-23:59;Thu_00:00-23:59;Fri_00:00-23:59;Sat_00:00-23:59;Sun_00:00-23:59
https://data.velopark.be/data/De-Lijn_205700, Sint-Niklaas Stadskliniek,De Lijn,9100 Sint-Niklaas,9100,,,https://data.velopark.be/openvelopark/terms#BicycleStand,5,1,false,https://www.delijn.be/en/contact/,true,false,,https://www.openstreetmap.org/#map=18/51.163587/4.151849,51.163587,4.151849,,true,,Mon_00:00-23:59;Tue_00:00-23:59;Wed_00:00-23:59;Thu_00:00-23:59;Fri_00:00-23:59;Sat_00:00-23:59;Sun_00:00-23:59
https://data.velopark.be/data/De-Lijn_205714, Sint-Niklaas Uitgang Noordlaan,De Lijn,Noordlaan,9100,,,https://data.velopark.be/openvelopark/terms#BicycleStand,5,1,false,https://www.delijn.be/en/contact/,true,false,,https://www.openstreetmap.org/#map=18/51.172552/4.144374,51.172552,4.144374,,true,,Mon_00:00-23:59;Tue_00:00-23:59;Wed_00:00-23:59;Thu_00:00-23:59;Fri_00:00-23:59;Sat_00:00-23:59;Sun_00:00-23:59
https://data.velopark.be/data/De-Lijn_205103, Sint-Niklaas Atheneum/Zwembad,De Lijn,Parklaan 115,9100,,,https://data.velopark.be/openvelopark/terms#BicycleStand,5,1,false,https://www.delijn.be/en/contact/,true,false,,https://www.openstreetmap.org/#map=18/51.156458/4.15353,51.156458,4.15353,,true,,Mon_00:00-23:59;Tue_00:00-23:59;Wed_00:00-23:59;Thu_00:00-23:59;Fri_00:00-23:59;Sat_00:00-23:59;Sun_00:00-23:59
https://data.velopark.be/data/De-Lijn_204375, Kemzeke Dorp,De Lijn,Stationsstraat 18,9190,,,https://data.velopark.be/openvelopark/terms#BicycleStand,5,1,false,https://www.delijn.be/en/contact/,true,false,,https://www.openstreetmap.org/#map=18/51.206965/4.075261,51.206965,4.075261,,true,,Mon_00:00-23:59;Tue_00:00-23:59;Wed_00:00-23:59;Thu_00:00-23:59;Fri_00:00-23:59;Sat_00:00-23:59;Sun_00:00-23:59
https://data.velopark.be/data/De-Lijn_204406, Stekene Klein Sinaai,De Lijn,Brugse Heirweg 9,9190,,,https://data.velopark.be/openvelopark/terms#BicycleStand,5,1,false,https://www.delijn.be/en/contact/,true,false,,https://www.openstreetmap.org/#map=18/51.181606/3.991012,51.181606,3.991012,,true,,Mon_00:00-23:59;Tue_00:00-23:59;Wed_00:00-23:59;Thu_00:00-23:59;Fri_00:00-23:59;Sat_00:00-23:59;Sun_00:00-23:59
https://data.velopark.be/data/De-Lijn_205406, Stekene Klein Sinaai,De Lijn,Brugse Heirweg 11,9190,,,https://data.velopark.be/openvelopark/terms#BicycleStand,5,1,false,https://www.delijn.be/en/contact/,true,false,,https://www.openstreetmap.org/#map=18/51.181385/3.989981,51.181385,3.989981,,true,,Mon_00:00-23:59;Tue_00:00-23:59;Wed_00:00-23:59;Thu_00:00-23:59;Fri_00:00-23:59;Sat_00:00-23:59;Sun_00:00-23:59
https://data.velopark.be/data/De-Lijn_204391, Stekene Kerk,De Lijn,Polenlaan 14,9190,,,https://data.velopark.be/openvelopark/terms#BicycleStand,5,1,false,https://www.delijn.be/en/contact/,true,false,,https://www.openstreetmap.org/#map=18/51.206469/4.041516,51.206469,4.041516,,true,,Mon_00:00-23:59;Tue_00:00-23:59;Wed_00:00-23:59;Thu_00:00-23:59;Fri_00:00-23:59;Sat_00:00-23:59;Sun_00:00-23:59
https://data.velopark.be/data/De-Lijn_204399, Stekene Dienstencentrum Koningshei,De Lijn,Koewacht 17,9190,,,https://data.velopark.be/openvelopark/terms#BicycleStand,5,1,false,https://www.delijn.be/en/contact/,true,false,,https://www.openstreetmap.org/#map=18/51.224271/3.988966,51.224271,3.988966,,true,,Mon_00:00-23:59;Tue_00:00-23:59;Wed_00:00-23:59;Thu_00:00-23:59;Fri_00:00-23:59;Sat_00:00-23:59;Sun_00:00-23:59
https://data.velopark.be/data/De-Lijn_204654, Temse Gasthuisstraat,De Lijn,Kouterstraat 3,9140,,,https://data.velopark.be/openvelopark/terms#BicycleStand,5,1,false,https://www.delijn.be/en/contact/,true,false,,https://www.openstreetmap.org/#map=18/51.127687/4.214816,51.127687,4.214816,,true,,Mon_00:00-23:59;Tue_00:00-23:59;Wed_00:00-23:59;Thu_00:00-23:59;Fri_00:00-23:59;Sat_00:00-23:59;Sun_00:00-23:59
https://data.velopark.be/data/De-Lijn_202603, Wachtebeke Overslag,De Lijn,Overslag 18A,9185,,,https://data.velopark.be/openvelopark/terms#BicycleStand,5,1,false,https://www.delijn.be/en/contact/,true,false,,https://www.openstreetmap.org/#map=18/51.199264/3.887333,51.199264,3.887333,,true,,Mon_00:00-23:59;Tue_00:00-23:59;Wed_00:00-23:59;Thu_00:00-23:59;Fri_00:00-23:59;Sat_00:00-23:59;Sun_00:00-23:59
https://data.velopark.be/data/De-Lijn_202604, Wachtebeke Persijnplein,De Lijn,Meersstraat 1,9185,,,https://data.velopark.be/openvelopark/terms#BicycleStand,5,1,false,https://www.delijn.be/en/contact/,true,false,,https://www.openstreetmap.org/#map=18/51.16867/3.858888,51.16867,3.858888,,true,,Mon_00:00-23:59;Tue_00:00-23:59;Wed_00:00-23:59;Thu_00:00-23:59;Fri_00:00-23:59;Sat_00:00-23:59;Sun_00:00-23:59
https://data.velopark.be/data/De-Lijn_207593, Serskamp Nieuwstraat,De Lijn,Anker 48,9260,,,https://data.velopark.be/openvelopark/terms#BicycleStand,5,1,false,https://www.delijn.be/en/contact/,true,false,,https://www.openstreetmap.org/#map=18/50.992302/3.921403,50.992302,3.921403,,true,,Mon_00:00-23:59;Tue_00:00-23:59;Wed_00:00-23:59;Thu_00:00-23:59;Fri_00:00-23:59;Sat_00:00-23:59;Sun_00:00-23:59
https://data.velopark.be/data/De-Lijn_200157, Wichelen Molenkouter,De Lijn,Dreefstraat 11A,9260,,,https://data.velopark.be/openvelopark/terms#BicycleStand,5,1,false,https://www.delijn.be/en/contact/,true,false,,https://www.openstreetmap.org/#map=18/51.011942/3.968161,51.011942,3.968161,,true,,Mon_00:00-23:59;Tue_00:00-23:59;Wed_00:00-23:59;Thu_00:00-23:59;Fri_00:00-23:59;Sat_00:00-23:59;Sun_00:00-23:59
https://data.velopark.be/data/De-Lijn_202436, Zelzate Busstation perron 6,De Lijn,9060 Zelzate,9060,,,https://data.velopark.be/openvelopark/terms#BicycleStand,5,1,false,https://www.delijn.be/en/contact/,true,false,,https://www.openstreetmap.org/#map=18/51.200821/3.808132,51.200821,3.808132,,true,,Mon_00:00-23:59;Tue_00:00-23:59;Wed_00:00-23:59;Thu_00:00-23:59;Fri_00:00-23:59;Sat_00:00-23:59;Sun_00:00-23:59
https://data.velopark.be/data/De-Lijn_202588, Zelzate Busstation perron 1,De Lijn,Westkade,9060,,,https://data.velopark.be/openvelopark/terms#BicycleStand,5,1,false,https://www.delijn.be/en/contact/,true,false,,https://www.openstreetmap.org/#map=18/51.201076/3.807996,51.201076,3.807996,,true,,Mon_00:00-23:59;Tue_00:00-23:59;Wed_00:00-23:59;Thu_00:00-23:59;Fri_00:00-23:59;Sat_00:00-23:59;Sun_00:00-23:59
https://data.velopark.be/data/De-Lijn_202719, Zelzate Busstation perron 4,De Lijn,9060 Zelzate,9060,,,https://data.velopark.be/openvelopark/terms#BicycleStand,5,1,false,https://www.delijn.be/en/contact/,true,false,,https://www.openstreetmap.org/#map=18/51.200906/3.808087,51.200906,3.808087,,true,,Mon_00:00-23:59;Tue_00:00-23:59;Wed_00:00-23:59;Thu_00:00-23:59;Fri_00:00-23:59;Sat_00:00-23:59;Sun_00:00-23:59
https://data.velopark.be/data/De-Lijn_201714, Zomergem Sportcentrum,De Lijn,Den Boer,9930,,,https://data.velopark.be/openvelopark/terms#BicycleStand,5,1,false,https://www.delijn.be/en/contact/,true,false,,https://www.openstreetmap.org/#map=18/51.122627/3.561788,51.122627,3.561788,,true,,Mon_00:00-23:59;Tue_00:00-23:59;Wed_00:00-23:59;Thu_00:00-23:59;Fri_00:00-23:59;Sat_00:00-23:59;Sun_00:00-23:59
https://data.velopark.be/data/De-Lijn_201563, Zulte Standbeeld,De Lijn,Staatsbaan,9870,,,https://data.velopark.be/openvelopark/terms#BicycleStand,5,1,false,https://www.delijn.be/en/contact/,true,false,,https://www.openstreetmap.org/#map=18/50.921312/3.443072,50.921312,3.443072,,true,,Mon_00:00-23:59;Tue_00:00-23:59;Wed_00:00-23:59;Thu_00:00-23:59;Fri_00:00-23:59;Sat_00:00-23:59;Sun_00:00-23:59
https://data.velopark.be/data/De-Lijn_104422, Zwijndrecht P+R Melsele,De Lijn,9120 Beveren,9120,,,https://data.velopark.be/openvelopark/terms#BicycleStand,5,1,false,https://www.delijn.be/en/contact/,true,false,,https://www.openstreetmap.org/#map=18/51.219353/4.305232,51.219353,4.305232,,true,,Mon_00:00-23:59;Tue_00:00-23:59;Wed_00:00-23:59;Thu_00:00-23:59;Fri_00:00-23:59;Sat_00:00-23:59;Sun_00:00-23:59
https://data.velopark.be/data/De-Lijn_104424, Zwijndrecht P+R Melsele,De Lijn,9120 Beveren,9120,,,https://data.velopark.be/openvelopark/terms#BicycleStand,5,1,false,https://www.delijn.be/en/contact/,true,false,,https://www.openstreetmap.org/#map=18/51.219287/4.305329,51.219287,4.305329,,true,,Mon_00:00-23:59;Tue_00:00-23:59;Wed_00:00-23:59;Thu_00:00-23:59;Fri_00:00-23:59;Sat_00:00-23:59;Sun_00:00-23:59
