parking,name,owner,address,postCode,email,telephone,type,capacity,latitude,longitude,shape
https://velopark.ilabt.imec.be/data/Mobiliteit-en-Parkeren-Antwerpen_MPA_Keistraat,Buurtstalling Keistraat,Mobiliteit en Parkeren Antwerpen,Keistraat 22,2000,buurtparkeren@antwerpen.be,03 338 21 85,https://velopark.ilabt.imec.be/openvelopark/terms#ResidentBicycleParking,48,51.22459803385752,4.403811326483264,"POLYGON ((4.40376371727325 51.224619871054955, 4.403811997035518 51.22459845380371, 4.403755000093951 51.2245493200721, 4.403670510509983 51.22458753520121, 4.403730860212817 51.22463498910864, 4.40376371727325 51.224619871054955))"
https://velopark.ilabt.imec.be/data/Mobiliteit-en-Parkeren-Antwerpen_MPA_Grote-Steenweg,Buurtstalling Grote Steenweg,Mobiliteit en Parkeren Antwerpen,Grote Steenweg 150,2600,buurtparkeren@antwerpen.be,03 338 21 85,https://velopark.ilabt.imec.be/openvelopark/terms#ResidentBicycleParking,10,51.19536427885902,4.419694268144667,"POLYGON ((4.419716459233315 51.1953457894887, 4.419674884993583 51.19538612992352, 4.419563573319466 51.1953457894887, 4.419610511977226 51.1953046085917, 4.419716459233315 51.1953457894879))"
https://velopark.ilabt.imec.be/data/Mobiliteit-en-Parkeren-Antwerpen_MPA_Gasstraat,Buurtstalling Gasstraat,Mobiliteit en Parkeren Antwerpen,Gasstraat  56,2060,buurtparkeren@antwerpen.be,03 338 21 85,https://velopark.ilabt.imec.be/openvelopark/terms#ResidentBicycleParking,24,51.225361909663604,4.425473820883781,"POLYGON ((4.425465774256736 51.22538206674241, 4.4254912552423775 51.225322435358635, 4.425275337416679 51.2252905199384, 4.4252538797445595 51.22535183112092, 4.425465774256736 51.225382066742384))"
https://velopark.ilabt.imec.be/data/Mobiliteit-en-Parkeren-Antwerpen_MPA_Floraliënlaan,Buurtstalling Floraliënlaan,Mobiliteit en Parkeren Antwerpen,Floraliënlaan 400,2610,buurtparkeren@antwerpen.be,03 338 21 85,https://velopark.ilabt.imec.be/openvelopark/terms#ResidentBicycleParking,30,51.180044132736555,4.427947425283492,"POLYGON ((4.427906584460288 51.18002059298567, 4.4276423868723205 51.1801979815267, 4.427858912386 51.18030811340546, 4.428124451078475 51.180153424279666, 4.427906584460288 51.18002059298561))"
https://velopark.ilabt.imec.be/data/Mobiliteit-en-Parkeren-Antwerpen_MPA_Engelselei,Buurtstalling Engelselei,Mobiliteit en Parkeren Antwerpen,Engelselei 246,2140,buurtparkeren@antwerpen.be,03 338 21 85,https://velopark.ilabt.imec.be/openvelopark/terms#ResidentBicycleParking,35,51.21276620891402,4.4447300070896745,"POLYGON ((4.444703184999525 51.21271748260699, 4.444799744524061 51.21269227932447, 4.444866799749433 51.21279309237167, 4.444767558015882 51.21281829559899, 4.444703184999525 51.212717482606905))"
https://velopark.ilabt.imec.be/data/Mobiliteit-en-Parkeren-Antwerpen_MPA_Delftstraat,Buurtstalling Delftstraat,Mobiliteit en Parkeren Antwerpen,Delftstraat 12,2140,buurtparkeren@antwerpen.be,03 338 21 85,https://velopark.ilabt.imec.be/openvelopark/terms#ResidentBicycleParking,38,51.22209382652227,4.441096347291022,"POLYGON ((4.44107086630538 51.222096346336514, 4.441117804963141 51.22209130670794, 4.441088300663976 51.221961956051075, 4.440986376721411 51.22196951551507, 4.441025268752127 51.22209886615062, 4.44107086630538 51.222096346336514))"
https://velopark.ilabt.imec.be/data/Mobiliteit-en-Parkeren-Antwerpen_MPA_Carel-van-Manderstraat,Buurtstalling Carel van Manderstraat,Mobiliteit en Parkeren Antwerpen,Carel van Manderstraat 1,2050,buurtparkeren@antwerpen.be,03 338 21 85,https://velopark.ilabt.imec.be/openvelopark/terms#ResidentBicycleParking,20,51.223943333069286,4.383774125017225,"POLYGON ((4.383749985136092 51.22396013115326, 4.383889460004866 51.224022284010914, 4.383967244066297 51.22393997345171, 4.38380362931639 51.22392317536031, 4.383749985136092 51.223960131153206))"
https://velopark.ilabt.imec.be/data/Mobiliteit-en-Parkeren-Antwerpen_MPA_Boomgaardstraat,Buurtstalling Boomgaardstraat,Mobiliteit en Parkeren Antwerpen,Boomgaardstraat 37,2018,buurtparkeren@antwerpen.be,03 338 21 85,https://velopark.ilabt.imec.be/openvelopark/terms#ResidentBicycleParking,20,51.20015529698014,4.42068473668769,"POLYGON ((4.420631092507392 51.20014941461122, 4.420606952626258 51.20026033915576, 4.42074240418151 51.20027882655387, 4.4207584974356 51.20016370036299, 4.420631092507392 51.20014941461122))"
https://velopark.ilabt.imec.be/data/Mobiliteit-en-Parkeren-Antwerpen_MPA_Bervoetstraat,Buurtstalling Bervoetstraat,Mobiliteit en Parkeren Antwerpen,Bervoetstraat 30,2000,buurtparkeren@antwerpen.be,03 338 21 85,https://velopark.ilabt.imec.be/openvelopark/terms#ResidentBicycleParking,53,51.212011785482815,4.4022516219411045,"POLYGON ((4.4022110220976165 51.2120134657269, 4.402202975470573 51.21197566021999, 4.402270030695944 51.21189248799553, 4.40239341231063 51.21192525282913, 4.402369272429495 51.21196557874623, 4.402363908011465 51.21200758487231, 4.4022110220976165 51.2120134657259))"
https://velopark.ilabt.imec.be/data/Mobiliteit-en-Parkeren-Antwerpen_MPA_Berchemhof,Buurtstalling Berchemhofstraat,Mobiliteit en Parkeren Antwerpen,Berchemhofstraat 8 ,2600,buurtparkeren@antwerpen.be,03 338 21 85,https://velopark.ilabt.imec.be/openvelopark/terms#ResidentBicycleParking,34,51.198046839777874,4.426841747481375,"POLYGON ((4.42681358428672 51.19803675525489, 4.42687125178054 51.19805608392201, 4.426800173241645 51.198148525261416, 4.426742505747824 51.19813171775897, 4.42681358428672 51.198036755254805))"
https://velopark.ilabt.imec.be/data/Mobiliteit-en-Parkeren-Antwerpen_MPA_Duinstraat,Fietsentrommel Duinstraat,Mobiliteit en Parkeren Antwerpen,Duinstraat ,2060,buurtparkeren@antwerpen.be,03 338 21 85,https://velopark.ilabt.imec.be/openvelopark/terms#BicycleLocker,10,51.22264650247669,4.43160236463882,"POLYGON ((4.431554755428806 51.22264734240471, 4.4315849302802235 51.22267254023794, 4.431617787340656 51.22265952135916, 4.431588953593745 51.22263516344705, 4.431554755428806 51.222647342404684))"
https://velopark.ilabt.imec.be/data/Mobiliteit-en-Parkeren-Antwerpen_MPA_Ter-Rivierenlaan,Fietsentrommel Ter Rivierenlaan,Mobiliteit en Parkeren Antwerpen,Ter Rivierenlaan,2100,buurtparkeren@antwerpen.be,03 338 21 85,https://velopark.ilabt.imec.be/openvelopark/terms#BicycleLocker,5,51.22113208734646,4.468837094027548,"POLYGON ((4.468812954146414 51.22111024849431, 4.468812954146414 51.221131247390815, 4.468861233908682 51.221131247390815, 4.468861233908682 51.22111024849431, 4.468812954146414 51.22111024849431))"
https://velopark.ilabt.imec.be/data/Mobiliteit-en-Parkeren-Antwerpen_MPA_Everaertsstraat,Fietsentrommel Everaertsstraat,Mobiliteit en Parkeren Antwerpen,Everaertsstraat 35,2060,buurtparkeren@antwerpen.be,03 338 21 85,https://velopark.ilabt.imec.be/openvelopark/terms#BicycleLocker,5,51.227029038229404,4.423564695753157,"POLYGON ((4.423610293306409 51.227010561568676, 4.4236049288883805 51.227039116404825, 4.423516415990889 51.22702399914081, 4.423532509244978 51.22699712399259, 4.423610293306409 51.227010561568676))"
https://velopark.ilabt.imec.be/data/Mobiliteit-en-Parkeren-Antwerpen_MPA_Dianalaan,Fietsentrommel Dianalaan,Mobiliteit en Parkeren Antwerpen,Dianalaan 172,2600,buurtparkeren@antwerpen.be,03 338 21 85,https://velopark.ilabt.imec.be/openvelopark/terms#BicycleLocker,5,51.19571725632471,4.444471907336265,"POLYGON ((4.444453131873161 51.195743309316185, 4.4444920239038765 51.195743309316185, 4.444490682799369 51.19571473506673, 4.444449108559638 51.195716415905395, 4.444453131873161 51.195743309316185))"
https://velopark.ilabt.imec.be/data/Mobiliteit-en-Parkeren-Antwerpen_MPA_Berchemlei,Fietsentrommel Berchemlei,Mobiliteit en Parkeren Antwerpen,Berchemlei,2140,buurtparkeren@antwerpen.be,03 338 21 85,https://velopark.ilabt.imec.be/openvelopark/terms#BicycleLocker,5,51.20308378308701,4.444746100343765,"POLYGON ((4.444665634073317 51.20307201909634, 4.444665634073317 51.203102269352, 4.444748782552779 51.203100588782775, 4.444748782552779 51.203070338526004, 4.444665634073317 51.20307201909628))"
https://velopark.ilabt.imec.be/data/Mobiliteit-en-Parkeren-Antwerpen_MPA_Van-Eycklei,Fietsentrommel Van Eycklei,Mobiliteit en Parkeren Antwerpen,Van Eycklei 48,2018,buurtparkeren@antwerpen.be,03 338 21 85,https://velopark.ilabt.imec.be/openvelopark/terms#BicycleLocker,5,51.21006434136439,4.417669200338422,"POLYGON ((4.417649817187338 51.21008282482768, 4.4176927325315765 51.21009374687071, 4.417716872412711 51.21006014057622, 4.417677980381995 51.21005005868312, 4.417649817187338 51.210082824827595))"
https://velopark.ilabt.imec.be/data/Mobiliteit-en-Parkeren-Antwerpen_MPA_Uitbreidingstraat,Fietsentrommel Uitbreidingstraat,Mobiliteit en Parkeren Antwerpen,Uitbreidingstraat,2600,buurtparkeren@antwerpen.be,03 338 21 85,https://velopark.ilabt.imec.be/openvelopark/terms#BicycleLocker,5,51.194944064064515,4.424613439477979,"POLYGON ((4.424571257550269 51.19496423446219, 4.42461283179 51.19497600052347, 4.424632948357612 51.19495078753138, 4.424587350804359 51.19493986189721, 4.424571257550269 51.194964234462105))"
https://velopark.ilabt.imec.be/data/Mobiliteit-en-Parkeren-Antwerpen_MPA_Sint-Elisabethstraat,Fietsentrommel Sint-Elisabethstraat,Mobiliteit en Parkeren Antwerpen,Sint-Elisabethstraat,2060,buurtparkeren@antwerpen.be,03 338 21 85,https://velopark.ilabt.imec.be/openvelopark/terms#BicycleLocker,5,51.22268597907666,4.424240004736929,"POLYGON ((4.424203794915228 51.222706137327435, 4.424249392468481 51.22271369666919, 4.424258780200034 51.22268513914938, 4.424217205960303 51.222681779439995, 4.424203794915228 51.222706137327435))"
https://velopark.ilabt.imec.be/data/Mobiliteit-en-Parkeren-Antwerpen_MPA_Luitenant-Naeyeartplein,Fietsentrommel Luitenant Naeyeartplein,Mobiliteit en Parkeren Antwerpen,Luitenant Naeyeartplein,2140,buurtparkeren@antwerpen.be,03 338 21 85,https://velopark.ilabt.imec.be/openvelopark/terms#BicycleLocker,5,51.20963741141401,4.440730983779997,"POLYGON ((4.440716814715415 51.20964510081768, 4.440740954596548 51.20965938362451, 4.44076643558219 51.2096442606524, 4.440743636805564 51.20963249833727, 4.440716814715415 51.209645100817596))"
https://velopark.ilabt.imec.be/data/Mobiliteit-en-Parkeren-Antwerpen_MPA_Lovelingstraat,Fietsentrommel Lovelingstraat,Mobiliteit en Parkeren Antwerpen,Lovelingstraat 48,2060,buurtparkeren@antwerpen.be,03 338 21 85,https://velopark.ilabt.imec.be/openvelopark/terms#BicycleLocker,10,51.219654581641606,4.4316992280073455,"POLYGON ((4.431681793648749 51.219659621537005, 4.431695204693824 51.219678941130894, 4.431793105322867 51.21965038172834, 4.431779694277792 51.219631902105476, 4.431681793648749 51.219659621537005))"
https://velopark.ilabt.imec.be/data/Mobiliteit-en-Parkeren-Antwerpen_MPA_Justitiestraat,Buurtstalling Justitiestraat,Mobiliteit en Parkeren Antwerpen,Justitiestraat 9,2018,buurtparkeren@antwerpen.be,03 338 21 85,https://velopark.ilabt.imec.be/openvelopark/terms#ResidentBicycleParking,50,51.209339279654586,4.4071932253427795,"POLYGON ((4.407194566447287 51.20934180016698, 4.407236140687018 51.20935692323843, 4.407351475674658 51.20922333593546, 4.407347452361136 51.20920821282016, 4.407301854807883 51.20919645039368, 4.407173108775168 51.20933339845848, 4.407194566447287 51.2093418001659))"
https://velopark.ilabt.imec.be/data/Mobiliteit-en-parkeren-Antwerpen_MPA_Boudewijn,Buurtstalling Boudewijnsstraat,Mobiliteit en parkeren Antwerpen,Boudewijnstraat 22,2018,buurtparkeren@antwerpen.be,03 338 21 85,https://velopark.ilabt.imec.be/openvelopark/terms#ResidentBicycleParking,53,51.204413094681854,4.400959467748179,"POLYGON ((4.400926610687747 51.20443116028315, 4.400826027849688 51.204368560843704, 4.400887048104777 51.20433074906052, 4.4009876309428355 51.20439502907345, 4.400926610687747 51.20443116028315))"
https://velopark.ilabt.imec.be/data/parko_2,Kortrijk Fietsenstalling F13,parko,Sint-Janssstraat,8500,info@parko.be,056281212,https://velopark.ilabt.imec.be/openvelopark/terms#PublicBicycleParking,455,50.82711088789742,3.2708344096317883,"POLYGON ((3.2705081440508366 50.82737519030232, 3.270872924476862 50.827070225856176, 3.2714200951158996 50.826955016546975, 3.271559569984675 50.82653483900992, 3.270068261772394 50.82614854342157, 3.26941380277276 50.825979114523534, 3.269049022346735 50.82644673678868, 3.269488904625178 50.826602609836215, 3.269220683723688 50.82696179357302, 3.2705081440508366 50.82737519030226))"
https://velopark.ilabt.imec.be/data/stad-Turnhout_002,Driezenstraat,stad Turnhout,Driezenstraat 2,2300,meldpunt@turnhout.be,014 40 96 90,https://velopark.ilabt.imec.be/openvelopark/terms#BicycleStand,25,51.32150047028907,4.945652049500494,"POLYGON ((4.945767384488136 51.32147532659428, 4.945757996756583 51.32145688787597, 4.945637297350912 51.32147951721106, 4.945650708395987 51.32149879404321, 4.945767384488136 51.32147532659417))"
https://velopark.ilabt.imec.be/data/stad-Turnhout_006,Renier Sniederstraat,stad Turnhout,Renier Sniederstraat 4,2300,meldpunt@turnhout.be,014 40 96 90,https://velopark.ilabt.imec.be/openvelopark/terms#BicycleStand,14,51.32259672198106,4.943093222100287,"POLYGON ((4.943189781624824 51.32254559767577, 4.943171006161719 51.32253302611656, 4.942989957053213 51.32264868433137, 4.943015438038855 51.322664608265626, 4.943189781624824 51.322545597675685))"
https://velopark.ilabt.imec.be/data/stad-Turnhout_005,Warandestraat,stad Turnhout,Warandestraat 49,2300,meldpunt@turnhout.be,014 40 96 90,https://velopark.ilabt.imec.be/openvelopark/terms#BicycleStand,14,51.323904981946924,4.944364589173346,"POLYGON ((4.944450419861823 51.3239066581049, 4.944439691025763 51.32388570612608, 4.94427875848487 51.323904981946924, 4.944288146216421 51.32392425775973, 4.944450419861823 51.32390665810402))"
https://velopark.ilabt.imec.be/data/stad-Turnhout_004,Zegeplein,stad Turnhout,Zegeplein 9,2300,meldpunt@turnhout.be,014 40 96 90,https://velopark.ilabt.imec.be/openvelopark/terms#BicycleStand,60,51.323708032960866,4.947461807169019,"POLYGON ((4.947298192419112 51.3239644855168, 4.947231137193739 51.3235722633801, 4.947705888189375 51.323530359107366, 4.947770261205732 51.32359405358679, 4.947499358095228 51.32386391605792, 4.947298192419112 51.323964485516))"
https://velopark.ilabt.imec.be/data/stad-Turnhout_003,Grote Markt,stad Turnhout,Grote Markt 67,2300,meldpunt@turnhout.be,014 40 96 90,https://velopark.ilabt.imec.be/openvelopark/terms#BicycleStand,18,51.322458434794356,4.948094200808554,"POLYGON ((4.948193442542106 51.32248693036996, 4.9482041713781655 51.32246262532129, 4.94799764128402 51.32243412973057, 4.947985571343451 51.32245340616154, 4.948193442542106 51.322486930369905))"
https://velopark.ilabt.imec.be/data/stad-Turnhout_007,Korte Gasthuisstraat,stad Turnhout,Korte Gasthuisstraat 5,2300,meldpunt@turnhout.be,014 40 96 90,https://velopark.ilabt.imec.be/openvelopark/terms#BicycleStand,24,51.32210726727672,4.945819687563925,"POLYGON ((4.945831757504491 51.32215923018157, 4.945780795533209 51.32206200921493, 4.945807617623358 51.32205614242588, 4.945857238490134 51.3221542015159, 4.945831757504491 51.32215923018157))"
https://velopark.ilabt.imec.be/data/stad-Turnhout_008,Warandestraat,stad Turnhout,Warandestraat 42,2300,meldpunt@turnhout.be,014 40 96 90,https://velopark.ilabt.imec.be/openvelopark/terms#BicycleStand,42,51.32409438740811,4.943335962016135,"POLYGON ((4.943228673655539 51.32415724302993, 4.943215262610464 51.324065892831186, 4.943460684735327 51.32404745515436, 4.943468731362373 51.32409522548363, 4.943228673655539 51.32415724302993))"
https://velopark.ilabt.imec.be/data/Indigo_009,parking de Warande,Indigo,Wezenstraat 4,2300,parkings.turnhout.be@group-indigo.com,+32 14 43 70 87,https://velopark.ilabt.imec.be/openvelopark/terms#PublicBicycleParking,40,51.32520817626471,4.943915926851332,"POLYGON ((4.943907880224288 51.32520650015434, 4.943889104761183 51.32511431398865, 4.943991028703749 51.32510258119066, 4.944009804166853 51.32519309126897, 4.943907880224288 51.32520650015434))"
