parking,name,owner,address,postCode,email,telephone,type,capacity,numberOfLevels,covered,website,publicAccess,temporarilyClosed,intendedAudience,OpenStreetMap,latitude,longitude,shape,freeOfCharge,price
https://velopark.ilabt.imec.be/data/Mobiliteit-en-Parkeren-Antwerpen_MPA_Zwijgerstraat,Buurtstalling Zwijgerstraat,Mobiliteit en Parkeren Antwerpen,Zwijgerstraat,2018,buurtparkeren@antwerpen.be,03 338 21 85,https://velopark.ilabt.imec.be/openvelopark/terms#ResidentBicycleParking,90,2,,https://www.antwerpen.be/nl/info/5450b7ffaea8a79c338b4580/de-buurtfietsenstalling,false,,Buurtbewoners,https://www.openstreetmap.org/#map=18/51.209877826001275/4.396935116965323,51.209877826001275,4.396935116965323,"POLYGON ((4.3968801316805175 51.209835817932344, 4.396959256846457 51.20989378905739, 4.397125553805381 51.20981061307262, 4.397079956252128 51.209769445105394, 4.397136282641441 51.20973499841065, 4.397128236014396 51.209716514807695, 4.3968801316805175 51.209835817932344))",false,5.58
https://velopark.ilabt.imec.be/data/Mobiliteit-en-Parkeren-Antwerpen_MPA_Wolfstraat,Buurtstalling Wolfstraat,Mobiliteit en Parkeren Antwerpen,Wolfstraat 1,2018,buurtparkeren@antwerpen.be,03 338 21 85,https://velopark.ilabt.imec.be/openvelopark/terms#ResidentBicycleParking,153,2,,https://www.antwerpen.be/nl/info/5450b7ffaea8a79c338b4580/de-buurtfietsenstalling,false,,Buurtbewoners,https://www.openstreetmap.org/#map=18/51.207973981833874/4.432338934857398,51.207973981833874,4.432338934857398,"POLYGON ((4.4322826084680855 51.20789332297329, 4.432355028111487 51.20792609065242, 4.432329547125845 51.208003388674996, 4.432234328705817 51.20799414652694, 4.432173979002982 51.20793197202832, 4.4322826084680855 51.207893322973206))",false,5.58
https://velopark.ilabt.imec.be/data/Mobiliteit-en-Parkeren-Antwerpen_MPA_Vliegenstraat,Buurtstalling Vliegenstraat,Mobiliteit en Parkeren Antwerpen,Vliegenstraat 21,2060,buurtparkeren@antwerpen.be,03 338 21 85,https://velopark.ilabt.imec.be/openvelopark/terms#ResidentBicycleParking,20,1,,https://www.antwerpen.be/nl/info/5450b7ffaea8a79c338b4580/de-buurtfietsenstalling,false,,Buurtbewoners,https://www.openstreetmap.org/#map=18/51.225492930518186/4.42096002981998,51.225492930518186,4.42096002981998,"POLYGON ((4.4208939489908525 51.22548033237533, 4.421037447173148 51.22550552865766, 4.420963686425239 51.22567434339345, 4.420817506033927 51.22565334656946, 4.4208939489908525 51.225480332374985))",false,5.58
https://velopark.ilabt.imec.be/data/Mobiliteit-en-Parkeren-Antwerpen_MPA_Frans_van_Hombeeckplein,Buurtstalling Frans van Hombeeckplein,Mobiliteit en Parkeren Antwerpen,Frans van Hombeeckplein,2600,buurtparkeren@antwerpen.be,03 338 21 85,https://velopark.ilabt.imec.be/openvelopark/terms#ResidentBicycleParking,70,1,,https://www.antwerpen.be/nl/info/5450b7ffaea8a79c338b4580/de-buurtfietsenstalling,false,,Buurtbewoners,https://www.openstreetmap.org/#map=18/51.195021383874405/4.41748681012541,51.195021383874405,4.41748681012541,"POLYGON ((4.417494856752454 51.19501970301036, 4.417178356088697 51.19512391646569, 4.416934275068342 51.19484993542517, 4.417229318059981 51.19475580659349, 4.417494856752454 51.19501970301033))",false,5.58
https://velopark.ilabt.imec.be/data/Mobiliteit-en-Parkeren-Antwerpen_MPA_Stalinstraat,Buurtstalling Stalinstraat,Mobiliteit en Parkeren Antwerpen,Stalinstraat 31,2100,buurtparkeren@antwerpen.be,03 338 21 85,https://velopark.ilabt.imec.be/openvelopark/terms#ResidentBicycleParking,18,1,,https://www.antwerpen.be/nl/info/5450b7ffaea8a79c338b4580/de-buurtfietsenstalling,false,,Buurtbewoners,https://www.openstreetmap.org/#map=18/51.219822577857656/4.457305973628535,51.219822577857656,4.457305973628535,"POLYGON ((4.457305973628535 51.219822577857656, 4.457295915344729 51.21983181763173, 4.457350230077281 51.219849877184856, 4.457401862600817 51.21979317856409, 4.457338160136715 51.219778898900444, 4.457305973628535 51.219822577857656))",false,5.58
https://velopark.ilabt.imec.be/data/Mobiliteit-en-Parkeren-Antwerpen_MPA_Keistraat,Buurtstalling Keistraat,Mobiliteit en Parkeren Antwerpen,Keistraat 22,2000,buurtparkeren@antwerpen.be,03 338 21 85,https://velopark.ilabt.imec.be/openvelopark/terms#ResidentBicycleParking,48,1,,https://www.antwerpen.be/nl/info/5450b7ffaea8a79c338b4580/de-buurtfietsenstalling,false,,Buurtbewoners,https://www.openstreetmap.org/#map=18/51.22459803385752/4.403811326483264,51.22459803385752,4.403811326483264,"POLYGON ((4.40376371727325 51.224619871054955, 4.403811997035518 51.22459845380371, 4.403755000093951 51.2245493200721, 4.403670510509983 51.22458753520121, 4.403730860212817 51.22463498910864, 4.40376371727325 51.224619871054955))",false,5.58
https://velopark.ilabt.imec.be/data/Mobiliteit-en-Parkeren-Antwerpen_MPA_Grote-Steenweg,Buurtstalling Grote Steenweg,Mobiliteit en Parkeren Antwerpen,Grote Steenweg 150,2600,buurtparkeren@antwerpen.be,03 338 21 85,https://velopark.ilabt.imec.be/openvelopark/terms#ResidentBicycleParking,10,1,,https://www.antwerpen.be/nl/info/5450b7ffaea8a79c338b4580/de-buurtfietsenstalling,false,,Buurtbewoners,https://www.openstreetmap.org/#map=18/51.19536427885902/4.419694268144667,51.19536427885902,4.419694268144667,"POLYGON ((4.419716459233315 51.1953457894887, 4.419674884993583 51.19538612992352, 4.419563573319466 51.1953457894887, 4.419610511977226 51.1953046085917, 4.419716459233315 51.1953457894879))",false,5.58
https://velopark.ilabt.imec.be/data/Mobiliteit-en-Parkeren-Antwerpen_MPA_Gasstraat,Buurtstalling Gasstraat,Mobiliteit en Parkeren Antwerpen,Gasstraat  56,2060,buurtparkeren@antwerpen.be,03 338 21 85,https://velopark.ilabt.imec.be/openvelopark/terms#ResidentBicycleParking,24,2,,https://www.antwerpen.be/nl/info/5450b7ffaea8a79c338b4580/de-buurtfietsenstalling,false,,Buurtbewoners,https://www.openstreetmap.org/#map=18/51.225361909663604/4.425473820883781,51.225361909663604,4.425473820883781,"POLYGON ((4.425465774256736 51.22538206674241, 4.4254912552423775 51.225322435358635, 4.425275337416679 51.2252905199384, 4.4252538797445595 51.22535183112092, 4.425465774256736 51.225382066742384))",false,5.58
https://velopark.ilabt.imec.be/data/Mobiliteit-en-Parkeren-Antwerpen_MPA_Floraliënlaan,Buurtstalling Floraliënlaan,Mobiliteit en Parkeren Antwerpen,Floraliënlaan 400,2610,buurtparkeren@antwerpen.be,03 338 21 85,https://velopark.ilabt.imec.be/openvelopark/terms#ResidentBicycleParking,30,1,,https://www.antwerpen.be/nl/info/5450b7ffaea8a79c338b4580/de-buurtfietsenstalling,false,,Buurtbewoners,https://www.openstreetmap.org/#map=18/51.180044132736555/4.427947425283492,51.180044132736555,4.427947425283492,"POLYGON ((4.427906584460288 51.18002059298567, 4.4276423868723205 51.1801979815267, 4.427858912386 51.18030811340546, 4.428124451078475 51.180153424279666, 4.427906584460288 51.18002059298561))",false,5.58
https://velopark.ilabt.imec.be/data/Mobiliteit-en-Parkeren-Antwerpen_MPA_Engelselei,Buurtstalling Engelselei,Mobiliteit en Parkeren Antwerpen,Engelselei 246,2140,buurtparkeren@antwerpen.be,03 338 21 85,https://velopark.ilabt.imec.be/openvelopark/terms#ResidentBicycleParking,35,1,,https://www.antwerpen.be/nl/info/5450b7ffaea8a79c338b4580/de-buurtfietsenstalling,false,,Buurtbewoners,https://www.openstreetmap.org/#map=18/51.21276620891402/4.4447300070896745,51.21276620891402,4.4447300070896745,"POLYGON ((4.444703184999525 51.21271748260699, 4.444799744524061 51.21269227932447, 4.444866799749433 51.21279309237167, 4.444767558015882 51.21281829559899, 4.444703184999525 51.212717482606905))",false,5.58
https://velopark.ilabt.imec.be/data/Mobiliteit-en-Parkeren-Antwerpen_MPA_Delftstraat,Buurtstalling Delftstraat,Mobiliteit en Parkeren Antwerpen,Delftstraat 12,2140,buurtparkeren@antwerpen.be,03 338 21 85,https://velopark.ilabt.imec.be/openvelopark/terms#ResidentBicycleParking,38,1,,https://www.antwerpen.be/nl/info/5450b7ffaea8a79c338b4580/de-buurtfietsenstalling,false,,Buurtbewoners,https://www.openstreetmap.org/#map=18/51.22209382652227/4.441096347291022,51.22209382652227,4.441096347291022,"POLYGON ((4.44107086630538 51.222096346336514, 4.441117804963141 51.22209130670794, 4.441088300663976 51.221961956051075, 4.440986376721411 51.22196951551507, 4.441025268752127 51.22209886615062, 4.44107086630538 51.222096346336514))",false,5.58
https://velopark.ilabt.imec.be/data/Mobiliteit-en-Parkeren-Antwerpen_MPA_Carel-van-Manderstraat,Buurtstalling Carel van Manderstraat,Mobiliteit en Parkeren Antwerpen,Carel van Manderstraat 1,2050,buurtparkeren@antwerpen.be,03 338 21 85,https://velopark.ilabt.imec.be/openvelopark/terms#ResidentBicycleParking,20,1,,https://www.antwerpen.be/nl/info/5450b7ffaea8a79c338b4580/de-buurtfietsenstalling,true,,Buurtbewoners,https://www.openstreetmap.org/#map=18/51.223943333069286/4.383774125017225,51.223943333069286,4.383774125017225,"POLYGON ((4.383749985136092 51.22396013115326, 4.383889460004866 51.224022284010914, 4.383967244066297 51.22393997345171, 4.38380362931639 51.22392317536031, 4.383749985136092 51.223960131153206))",false,5.58
https://velopark.ilabt.imec.be/data/Mobiliteit-en-Parkeren-Antwerpen_MPA_Boomgaardstraat,Buurtstalling Boomgaardstraat,Mobiliteit en Parkeren Antwerpen,Boomgaardstraat 37,2018,buurtparkeren@antwerpen.be,03 338 21 85,https://velopark.ilabt.imec.be/openvelopark/terms#ResidentBicycleParking,20,1,,https://www.antwerpen.be/nl/info/5450b7ffaea8a79c338b4580/de-buurtfietsenstalling,false,,Buurtbewoners,https://www.openstreetmap.org/#map=18/51.20015529698014/4.42068473668769,51.20015529698014,4.42068473668769,"POLYGON ((4.420631092507392 51.20014941461122, 4.420606952626258 51.20026033915576, 4.42074240418151 51.20027882655387, 4.4207584974356 51.20016370036299, 4.420631092507392 51.20014941461122))",false,5.58
https://velopark.ilabt.imec.be/data/Mobiliteit-en-Parkeren-Antwerpen_MPA_Bervoetstraat,Buurtstalling Bervoetstraat,Mobiliteit en Parkeren Antwerpen,Bervoetstraat 30,2000,buurtparkeren@antwerpen.be,03 338 21 85,https://velopark.ilabt.imec.be/openvelopark/terms#ResidentBicycleParking,53,1,,https://www.antwerpen.be/nl/info/5450b7ffaea8a79c338b4580/de-buurtfietsenstalling,false,,Buurtbewoners,https://www.openstreetmap.org/#map=18/51.212011785482815/4.4022516219411045,51.212011785482815,4.4022516219411045,"POLYGON ((4.4022110220976165 51.2120134657269, 4.402202975470573 51.21197566021999, 4.402270030695944 51.21189248799553, 4.40239341231063 51.21192525282913, 4.402369272429495 51.21196557874623, 4.402363908011465 51.21200758487231, 4.4022110220976165 51.2120134657259))",false,5.58
https://velopark.ilabt.imec.be/data/Mobiliteit-en-Parkeren-Antwerpen_MPA_Berchemhof,Buurtstalling Berchemhofstraat,Mobiliteit en parkeren Antwerpen,Berchemhofstraat 8 ,2600,buurtparkeren@antwerpen.be,03 338 21 85,https://velopark.ilabt.imec.be/openvelopark/terms#ResidentBicycleParking,34,1,,https://www.antwerpen.be/nl/info/5450b7ffaea8a79c338b4580/de-buurtfietsenstalling,false,,Buurtbewoners ,https://www.openstreetmap.org/#map=18/51.198046839777874/4.426841747481375,51.198046839777874,4.426841747481375,"POLYGON ((4.42681358428672 51.19803675525489, 4.42687125178054 51.19805608392201, 4.426800173241645 51.198148525261416, 4.426742505747824 51.19813171775897, 4.42681358428672 51.198036755254805))",false,5.58
https://velopark.ilabt.imec.be/data/Mobiliteit-en-Parkeren-Antwerpen_MPA_Duinstraat,Fietsentrommel Duinstraat,Mobiliteit en Parkeren Antwerpen,Duinstraat ,2060,buurtparkeren@antwerpen.be,03 338 21 85,https://velopark.ilabt.imec.be/openvelopark/terms#BicycleLocker,10,1,,https://www.antwerpen.be/nl/info/5450b7ffaea8a79c338b4580/de-buurtfietsenstalling,false,,Buurtbewoners,https://www.openstreetmap.org/#map=18/51.22264650247669/4.43160236463882,51.22264650247669,4.43160236463882,"POLYGON ((4.431554755428806 51.22264734240471, 4.4315849302802235 51.22267254023794, 4.431617787340656 51.22265952135916, 4.431588953593745 51.22263516344705, 4.431554755428806 51.222647342404684))",false,5.58
https://velopark.ilabt.imec.be/data/Mobiliteit-en-Parkeren-Antwerpen_MPA_Ter-Rivierenlaan,Fietsentrommel Ter Rivierenlaan,Mobiliteit en Parkeren Antwerpen,Ter Rivierenlaan,2100,buurtparkeren@antwerpen.be,03 338 21 85,https://velopark.ilabt.imec.be/openvelopark/terms#BicycleLocker,5,1,,https://www.antwerpen.be/nl/info/5450b7ffaea8a79c338b4580/de-buurtfietsenstalling,false,,Buurtbewoners,https://www.openstreetmap.org/#map=18/51.22113208734646/4.468837094027548,51.22113208734646,4.468837094027548,"POLYGON ((4.468812954146414 51.22111024849431, 4.468812954146414 51.221131247390815, 4.468861233908682 51.221131247390815, 4.468861233908682 51.22111024849431, 4.468812954146414 51.22111024849431))",false,5.58
https://velopark.ilabt.imec.be/data/Mobiliteit-en-Parkeren-Antwerpen_MPA_Everaertsstraat,Fietsentrommel Everaertsstraat,Mobiliteit en Parkeren Antwerpen,Everaertsstraat 35,2060,buurtparkeren@antwerpen.be,03 338 21 85,https://velopark.ilabt.imec.be/openvelopark/terms#BicycleLocker,5,1,,https://www.antwerpen.be/nl/info/5450b7ffaea8a79c338b4580/de-buurtfietsenstalling,false,,Buurtbewoners,https://www.openstreetmap.org/#map=18/51.227029038229404/4.423564695753157,51.227029038229404,4.423564695753157,"POLYGON ((4.423610293306409 51.227010561568676, 4.4236049288883805 51.227039116404825, 4.423516415990889 51.22702399914081, 4.423532509244978 51.22699712399259, 4.423610293306409 51.227010561568676))",false,5.58
https://velopark.ilabt.imec.be/data/Mobiliteit-en-Parkeren-Antwerpen_MPA_Dianalaan,Fietsentrommel Dianalaan,Mobiliteit en Parkeren Antwerpen,Dianalaan 172,2600,buurtparkeren@antwerpen.be,03 338 21 85,https://velopark.ilabt.imec.be/openvelopark/terms#BicycleLocker,5,1,,https://www.antwerpen.be/nl/info/5450b7ffaea8a79c338b4580/de-buurtfietsenstalling,false,,Buurtbewoners,https://www.openstreetmap.org/#map=18/51.19571725632471/4.444471907336265,51.19571725632471,4.444471907336265,"POLYGON ((4.444453131873161 51.195743309316185, 4.4444920239038765 51.195743309316185, 4.444490682799369 51.19571473506673, 4.444449108559638 51.195716415905395, 4.444453131873161 51.195743309316185))",false,5.58
https://velopark.ilabt.imec.be/data/Mobiliteit-en-Parkeren-Antwerpen_MPA_Berchemlei,Fietsentrommel Berchemlei,Mobiliteit en Parkeren Antwerpen,Berchemlei,2140,buurtparkeren@antwerpen.be,03 338 21 85,https://velopark.ilabt.imec.be/openvelopark/terms#BicycleLocker,5,1,,https://www.antwerpen.be/nl/info/5450b7ffaea8a79c338b4580/de-buurtfietsenstalling,false,,Buurtbewoners,https://www.openstreetmap.org/#map=18/51.20308378308701/4.444746100343765,51.20308378308701,4.444746100343765,"POLYGON ((4.444665634073317 51.20307201909634, 4.444665634073317 51.203102269352, 4.444748782552779 51.203100588782775, 4.444748782552779 51.203070338526004, 4.444665634073317 51.20307201909628))",false,5.58
https://velopark.ilabt.imec.be/data/Mobiliteit-en-Parkeren-Antwerpen_MPA_Van-Eycklei,Fietsentrommel Van Eycklei,Mobiliteit en Parkeren Antwerpen,Van Eycklei 48,2018,buurtparkeren@antwerpen.be,03 338 21 85,https://velopark.ilabt.imec.be/openvelopark/terms#BicycleLocker,5,1,,https://www.antwerpen.be/nl/info/5450b7ffaea8a79c338b4580/de-buurtfietsenstalling,false,,Buurtbewoners,https://www.openstreetmap.org/#map=18/51.21006434136439/4.417669200338422,51.21006434136439,4.417669200338422,"POLYGON ((4.417649817187338 51.21008282482768, 4.4176927325315765 51.21009374687071, 4.417716872412711 51.21006014057622, 4.417677980381995 51.21005005868312, 4.417649817187338 51.210082824827595))",false,5.58
